Dataset,Fold,Classifier,Resampler,Metric,Score
haberman,6,CART,PAO,Precision,0.4
haberman,6,CART,PAO,Recall,0.45
haberman,6,CART,PAO,AUC,0.6055309734513274
haberman,6,CART,PAO,G-mean,0.5852160935126397
haberman,6,KNN,PAO,Precision,0.41935483870967744
haberman,6,KNN,PAO,Recall,0.65
haberman,6,KNN,PAO,AUC,0.6657079646017698
haberman,6,KNN,PAO,G-mean,0.6655226171831434
haberman,6,SVM,PAO,Precision,0.4772727272727273
haberman,6,SVM,PAO,Recall,0.525
haberman,6,SVM,PAO,AUC,0.6607300884955752
haberman,6,SVM,PAO,G-mean,0.6466386880788637
haberman,6,MLP,PAO,Precision,0.4406779661016949
haberman,6,MLP,PAO,Recall,0.65
haberman,6,MLP,PAO,AUC,0.6789823008849557
haberman,6,MLP,PAO,G-mean,0.6783634653712142
ecoli-0-1_vs_2-3-5,4,CART,PAO,Precision,0.625
ecoli-0-1_vs_2-3-5,4,CART,PAO,Recall,0.8333333333333334
ecoli-0-1_vs_2-3-5,4,CART,PAO,AUC,0.8893939393939394
ecoli-0-1_vs_2-3-5,4,CART,PAO,G-mean,0.8876253645985945
ecoli-0-1_vs_2-3-5,4,KNN,PAO,Precision,0.8181818181818182
ecoli-0-1_vs_2-3-5,4,KNN,PAO,Recall,0.75
ecoli-0-1_vs_2-3-5,4,KNN,PAO,AUC,0.865909090909091
ecoli-0-1_vs_2-3-5,4,KNN,PAO,G-mean,0.8581163303210331
ecoli-0-1_vs_2-3-5,4,SVM,PAO,Precision,0.8181818181818182
ecoli-0-1_vs_2-3-5,4,SVM,PAO,Recall,0.75
ecoli-0-1_vs_2-3-5,4,SVM,PAO,AUC,0.865909090909091
ecoli-0-1_vs_2-3-5,4,SVM,PAO,G-mean,0.8581163303210331
ecoli-0-1_vs_2-3-5,4,MLP,PAO,Precision,0.6428571428571429
ecoli-0-1_vs_2-3-5,4,MLP,PAO,Recall,0.75
ecoli-0-1_vs_2-3-5,4,MLP,PAO,AUC,0.8522727272727273
ecoli-0-1_vs_2-3-5,4,MLP,PAO,G-mean,0.8461141122266493
glass0,9,CART,PAO,Precision,0.7027027027027027
glass0,9,CART,PAO,Recall,0.7428571428571429
glass0,9,CART,PAO,AUC,0.7950396825396826
glass0,9,CART,PAO,G-mean,0.793325330091684
glass0,9,KNN,PAO,Precision,0.6829268292682927
glass0,9,KNN,PAO,Recall,0.8
glass0,9,KNN,PAO,AUC,0.8097222222222222
glass0,9,KNN,PAO,G-mean,0.8096638534327413
glass0,9,SVM,PAO,Precision,0.5813953488372093
glass0,9,SVM,PAO,Recall,0.7142857142857143
glass0,9,SVM,PAO,AUC,0.7321428571428572
glass0,9,SVM,PAO,G-mean,0.7319250547113999
glass0,9,MLP,PAO,Precision,0.696969696969697
glass0,9,MLP,PAO,Recall,0.6571428571428571
glass0,9,MLP,PAO,AUC,0.7591269841269841
glass0,9,MLP,PAO,G-mean,0.7522453162851969
abalone-19_vs_10-11-12-13,2,CART,PAU,Precision,0.0219941348973607
abalone-19_vs_10-11-12-13,2,CART,PAU,Recall,0.9375
abalone-19_vs_10-11-12-13,2,CART,PAU,AUC,0.5492531446540879
abalone-19_vs_10-11-12-13,2,CART,PAU,G-mean,0.3885143449429057
abalone-19_vs_10-11-12-13,2,KNN,PAU,Precision,0.029411764705882356
abalone-19_vs_10-11-12-13,2,KNN,PAU,Recall,0.6875
abalone-19_vs_10-11-12-13,2,KNN,PAU,AUC,0.6154481132075472
abalone-19_vs_10-11-12-13,2,KNN,PAU,G-mean,0.6112159239257248
abalone-19_vs_10-11-12-13,2,SVM,PAU,Precision,0.031476997578692496
abalone-19_vs_10-11-12-13,2,SVM,PAU,Recall,0.8125
abalone-19_vs_10-11-12-13,2,SVM,PAU,AUC,0.6546776729559749
abalone-19_vs_10-11-12-13,2,SVM,PAU,G-mean,0.635369946215163
abalone-19_vs_10-11-12-13,2,MLP,PAU,Precision,0.038461538461538464
abalone-19_vs_10-11-12-13,2,MLP,PAU,Recall,0.9375
abalone-19_vs_10-11-12-13,2,MLP,PAU,AUC,0.7329009433962265
abalone-19_vs_10-11-12-13,2,MLP,PAU,G-mean,0.7037634679833307
ecoli1,6,CART,PAO,Precision,0.631578947368421
ecoli1,6,CART,PAO,Recall,0.9473684210526316
ecoli1,6,CART,PAO,AUC,0.8929149797570849
ecoli1,6,CART,PAO,G-mean,0.891253041400515
ecoli1,6,KNN,PAO,Precision,0.6875
ecoli1,6,KNN,PAO,Recall,0.8684210526315791
ecoli1,6,KNN,PAO,AUC,0.8765182186234818
ecoli1,6,KNN,PAO,G-mean,0.8764808175207153
ecoli1,6,SVM,PAO,Precision,0.6730769230769231
ecoli1,6,SVM,PAO,Recall,0.9210526315789472
ecoli1,6,SVM,PAO,AUC,0.8951417004048583
ecoli1,6,SVM,PAO,G-mean,0.8947666106026715
ecoli1,6,MLP,PAO,Precision,0.68
ecoli1,6,MLP,PAO,Recall,0.8947368421052632
ecoli1,6,MLP,PAO,AUC,0.8858299595141701
ecoli1,6,MLP,PAO,G-mean,0.8857851797221404
ecoli-0-6-7_vs_5,2,CART,RBU,Precision,0.2631578947368421
ecoli-0-6-7_vs_5,2,CART,RBU,Recall,1.0
ecoli-0-6-7_vs_5,2,CART,RBU,AUC,0.86
ecoli-0-6-7_vs_5,2,CART,RBU,G-mean,0.848528137423857
ecoli-0-6-7_vs_5,2,KNN,RBU,Precision,0.3333333333333333
ecoli-0-6-7_vs_5,2,KNN,RBU,Recall,0.8
ecoli-0-6-7_vs_5,2,KNN,RBU,AUC,0.8200000000000001
ecoli-0-6-7_vs_5,2,KNN,RBU,G-mean,0.8197560612767679
ecoli-0-6-7_vs_5,2,SVM,RBU,Precision,0.5263157894736842
ecoli-0-6-7_vs_5,2,SVM,RBU,Recall,1.0
ecoli-0-6-7_vs_5,2,SVM,RBU,AUC,0.955
ecoli-0-6-7_vs_5,2,SVM,RBU,G-mean,0.9539392014169455
ecoli-0-6-7_vs_5,2,MLP,RBU,Precision,0.25
ecoli-0-6-7_vs_5,2,MLP,RBU,Recall,1.0
ecoli-0-6-7_vs_5,2,MLP,RBU,AUC,0.85
ecoli-0-6-7_vs_5,2,MLP,RBU,G-mean,0.8366600265340756
page-blocks-1-3_vs_4,5,CART,RBO,Precision,0.9333333333333332
page-blocks-1-3_vs_4,5,CART,RBO,Recall,1.0
page-blocks-1-3_vs_4,5,CART,RBO,AUC,0.9977477477477478
page-blocks-1-3_vs_4,5,CART,RBO,G-mean,0.997745205699078
page-blocks-1-3_vs_4,5,KNN,RBO,Precision,0.8235294117647058
page-blocks-1-3_vs_4,5,KNN,RBO,Recall,1.0
page-blocks-1-3_vs_4,5,KNN,RBO,AUC,0.9932432432432432
page-blocks-1-3_vs_4,5,KNN,RBO,G-mean,0.9932202608115112
page-blocks-1-3_vs_4,5,SVM,RBO,Precision,0.6666666666666666
page-blocks-1-3_vs_4,5,SVM,RBO,Recall,0.8571428571428571
page-blocks-1-3_vs_4,5,SVM,RBO,AUC,0.9150579150579152
page-blocks-1-3_vs_4,5,SVM,RBO,G-mean,0.9132233209773138
page-blocks-1-3_vs_4,5,MLP,RBO,Precision,0.6666666666666666
page-blocks-1-3_vs_4,5,MLP,RBO,Recall,1.0
page-blocks-1-3_vs_4,5,MLP,RBO,AUC,0.9842342342342342
page-blocks-1-3_vs_4,5,MLP,RBO,G-mean,0.9841079556981888
ecoli3,2,CART,RBO,Precision,0.5238095238095238
ecoli3,2,CART,RBO,Recall,0.6470588235294118
ecoli3,2,CART,RBO,AUC,0.7904168289832489
ecoli3,2,CART,RBO,G-mean,0.7773076905654749
ecoli3,2,KNN,RBO,Precision,0.3939393939393939
ecoli3,2,KNN,RBO,Recall,0.7647058823529411
ecoli3,2,KNN,RBO,AUC,0.8161277756135566
ecoli3,2,KNN,RBO,G-mean,0.8145061909042962
ecoli3,2,SVM,RBO,Precision,0.4411764705882353
ecoli3,2,SVM,RBO,Recall,0.8823529411764706
ecoli3,2,SVM,RBO,AUC,0.8782625633034671
ecoli3,2,SVM,RBO,G-mean,0.8782530380871065
ecoli3,2,MLP,RBO,Precision,0.4827586206896552
ecoli3,2,MLP,RBO,Recall,0.8235294117647058
ecoli3,2,MLP,RBO,AUC,0.8620958317101675
ecoli3,2,MLP,RBO,G-mean,0.8612327526892111
yeast-2_vs_8,4,CART,PAU,Precision,0.04166666666666666
yeast-2_vs_8,4,CART,PAU,Recall,1.0
yeast-2_vs_8,4,CART,PAU,AUC,0.5021645021645021
yeast-2_vs_8,4,CART,PAU,G-mean,0.06579516949597691
yeast-2_vs_8,4,KNN,PAU,Precision,0.10344827586206896
yeast-2_vs_8,4,KNN,PAU,Recall,0.6
yeast-2_vs_8,4,KNN,PAU,AUC,0.6874458874458875
yeast-2_vs_8,4,KNN,PAU,G-mean,0.681861470487272
yeast-2_vs_8,4,SVM,PAU,Precision,0.2307692307692308
yeast-2_vs_8,4,SVM,PAU,Recall,0.6
yeast-2_vs_8,4,SVM,PAU,AUC,0.7567099567099568
yeast-2_vs_8,4,SVM,PAU,G-mean,0.7403053073239094
yeast-2_vs_8,4,MLP,PAU,Precision,0.05737704918032788
yeast-2_vs_8,4,MLP,PAU,Recall,0.7
yeast-2_vs_8,4,MLP,PAU,AUC,0.601082251082251
yeast-2_vs_8,4,MLP,PAU,G-mean,0.5928871321888775
glass2,8,CART,PAO,Precision,0.2
glass2,8,CART,PAO,Recall,0.375
glass2,8,CART,PAO,AUC,0.6268939393939393
glass2,8,CART,PAO,G-mean,0.5740604972870494
glass2,8,KNN,PAO,Precision,0.2352941176470588
glass2,8,KNN,PAO,Recall,0.5
glass2,8,KNN,PAO,AUC,0.6843434343434345
glass2,8,KNN,PAO,G-mean,0.6590473688161075
glass2,8,SVM,PAO,Precision,0.17142857142857146
glass2,8,SVM,PAO,Recall,0.75
glass2,8,SVM,PAO,AUC,0.7285353535353536
glass2,8,SVM,PAO,G-mean,0.7282190812544191
glass2,8,MLP,PAO,Precision,0.20689655172413796
glass2,8,MLP,PAO,Recall,0.75
glass2,8,MLP,PAO,AUC,0.7588383838383839
glass2,8,MLP,PAO,G-mean,0.7587869106393281
poker-9_vs_7,5,CART,RBU,Precision,0.04166666666666666
poker-9_vs_7,5,CART,RBU,Recall,0.75
poker-9_vs_7,5,CART,RBU,AUC,0.5826271186440678
poker-9_vs_7,5,CART,RBU,G-mean,0.5580687036253706
poker-9_vs_7,5,KNN,RBU,Precision,0.057142857142857134
poker-9_vs_7,5,KNN,RBU,Recall,0.5
poker-9_vs_7,5,KNN,RBU,AUC,0.6101694915254238
poker-9_vs_7,5,KNN,RBU,G-mean,0.6001412263171259
poker-9_vs_7,5,SVM,RBU,Precision,0.05128205128205128
poker-9_vs_7,5,SVM,RBU,Recall,0.5
poker-9_vs_7,5,SVM,RBU,AUC,0.5932203389830508
poker-9_vs_7,5,SVM,RBU,G-mean,0.5858500994137074
poker-9_vs_7,5,MLP,RBU,Precision,0.08888888888888889
poker-9_vs_7,5,MLP,RBU,Recall,1.0
poker-9_vs_7,5,MLP,RBU,AUC,0.826271186440678
poker-9_vs_7,5,MLP,RBU,G-mean,0.8078009487994898
yeast-1-4-5-8_vs_7,9,CART,RBU,Precision,0.05223880597014925
yeast-1-4-5-8_vs_7,9,CART,RBU,Recall,0.4666666666666667
yeast-1-4-5-8_vs_7,9,CART,RBU,AUC,0.5414904330312186
yeast-1-4-5-8_vs_7,9,CART,RBU,G-mean,0.5362959006475432
yeast-1-4-5-8_vs_7,9,KNN,RBU,Precision,0.0736196319018405
yeast-1-4-5-8_vs_7,9,KNN,RBU,Recall,0.8
yeast-1-4-5-8_vs_7,9,KNN,RBU,AUC,0.67190332326284
yeast-1-4-5-8_vs_7,9,KNN,RBU,G-mean,0.6595796519151753
yeast-1-4-5-8_vs_7,9,SVM,RBU,Precision,0.08943089430894309
yeast-1-4-5-8_vs_7,9,SVM,RBU,Recall,0.7333333333333333
yeast-1-4-5-8_vs_7,9,SVM,RBU,AUC,0.6974823766364551
yeast-1-4-5-8_vs_7,9,SVM,RBU,G-mean,0.6965603883529098
yeast-1-4-5-8_vs_7,9,MLP,RBU,Precision,0.08849557522123894
yeast-1-4-5-8_vs_7,9,MLP,RBU,Recall,0.6666666666666666
yeast-1-4-5-8_vs_7,9,MLP,RBU,AUC,0.6777442094662638
yeast-1-4-5-8_vs_7,9,MLP,RBU,G-mean,0.6776536737232183
flare-F,9,CART,PAO,Precision,0.3333333333333333
flare-F,9,CART,PAO,Recall,0.13636363636363635
flare-F,9,CART,PAO,AUC,0.5623109766945382
flare-F,9,CART,PAO,G-mean,0.3671001195535033
flare-F,9,KNN,PAO,Precision,0.2631578947368421
flare-F,9,KNN,PAO,Recall,0.4545454545454545
flare-F,9,KNN,PAO,AUC,0.6998754669987547
flare-F,9,KNN,PAO,G-mean,0.6554684235692735
flare-F,9,SVM,PAO,Precision,0.14912280701754385
flare-F,9,SVM,PAO,Recall,0.7727272727272727
flare-F,9,SVM,PAO,AUC,0.7914516989859457
flare-F,9,SVM,PAO,G-mean,0.7912301736467229
flare-F,9,MLP,PAO,Precision,0.2295081967213115
flare-F,9,MLP,PAO,Recall,0.6363636363636364
flare-F,9,MLP,PAO,AUC,0.7721935598647927
flare-F,9,MLP,PAO,G-mean,0.7601533567500253
ecoli3,6,CART,RBO,Precision,0.6111111111111112
ecoli3,6,CART,RBO,Recall,0.6470588235294118
ecoli3,6,CART,RBO,AUC,0.8003506038176859
ecoli3,6,CART,RBO,G-mean,0.7855333978433928
ecoli3,6,KNN,RBO,Precision,0.5217391304347826
ecoli3,6,KNN,RBO,Recall,0.7058823529411765
ecoli3,6,KNN,RBO,AUC,0.8165173354109856
ecoli3,6,KNN,RBO,G-mean,0.8089873050181696
ecoli3,6,SVM,RBO,Precision,0.5555555555555556
ecoli3,6,SVM,RBO,Recall,0.8823529411764706
ecoli3,6,SVM,RBO,AUC,0.9014413712504871
ecoli3,6,SVM,RBO,G-mean,0.9012392455054692
ecoli3,6,MLP,RBO,Precision,0.5769230769230769
ecoli3,6,MLP,RBO,Recall,0.8823529411764706
ecoli3,6,MLP,RBO,AUC,0.9047526295286328
ecoli3,6,MLP,RBO,G-mean,0.904475303477492
vehicle1,1,CART,RBU,Precision,0.5271317829457365
vehicle1,1,CART,RBU,Recall,0.6238532110091743
vehicle1,1,CART,RBU,AUC,0.7147928475428037
vehicle1,1,CART,RBU,G-mean,0.7089843421440852
vehicle1,1,KNN,RBU,Precision,0.4540540540540541
vehicle1,1,KNN,RBU,Recall,0.7706422018348624
vehicle1,1,KNN,RBU,AUC,0.7244930754397242
vehicle1,1,KNN,RBU,G-mean,0.7230217662650796
vehicle1,1,SVM,RBU,Precision,0.4821428571428572
vehicle1,1,SVM,RBU,Recall,0.7431192660550459
vehicle1,1,SVM,RBU,AUC,0.733024601180389
vehicle1,1,SVM,RBU,G-mean,0.7329550898088756
vehicle1,1,MLP,RBU,Precision,0.5642857142857143
vehicle1,1,MLP,RBU,Recall,0.7247706422018348
vehicle1,1,MLP,RBU,AUC,0.7652515631391339
vehicle1,1,MLP,RBU,G-mean,0.7641801161551877
kddcup-buffer_overflow_vs_back,7,CART,PAU,Precision,0.29411764705882354
kddcup-buffer_overflow_vs_back,7,CART,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,7,CART,PAU,AUC,0.983651226158038
kddcup-buffer_overflow_vs_back,7,CART,PAU,G-mean,0.983515354387554
kddcup-buffer_overflow_vs_back,7,KNN,PAU,Precision,1.0
kddcup-buffer_overflow_vs_back,7,KNN,PAU,Recall,0.9333333333333332
kddcup-buffer_overflow_vs_back,7,KNN,PAU,AUC,0.9666666666666668
kddcup-buffer_overflow_vs_back,7,KNN,PAU,G-mean,0.966091783079296
kddcup-buffer_overflow_vs_back,7,SVM,PAU,Precision,0.75
kddcup-buffer_overflow_vs_back,7,SVM,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,7,SVM,PAU,AUC,0.9977293369663942
kddcup-buffer_overflow_vs_back,7,SVM,PAU,G-mean,0.9977267531407528
kddcup-buffer_overflow_vs_back,7,MLP,PAU,Precision,0.19230769230769232
kddcup-buffer_overflow_vs_back,7,MLP,PAU,Recall,1.0
kddcup-buffer_overflow_vs_back,7,MLP,PAU,AUC,0.9713896457765668
kddcup-buffer_overflow_vs_back,7,MLP,PAU,G-mean,0.9709682237607644
winequality-red-8_vs_6,6,CART,RBO,Precision,0.1
winequality-red-8_vs_6,6,CART,RBO,Recall,0.1111111111111111
winequality-red-8_vs_6,6,CART,RBO,AUC,0.5414489724834552
winequality-red-8_vs_6,6,CART,RBO,G-mean,0.3285974967538045
winequality-red-8_vs_6,6,KNN,RBO,Precision,0.05882352941176471
winequality-red-8_vs_6,6,KNN,RBO,Recall,0.1111111111111111
winequality-red-8_vs_6,6,KNN,RBO,AUC,0.5304771856495994
winequality-red-8_vs_6,6,KNN,RBO,G-mean,0.32486634177904394
winequality-red-8_vs_6,6,SVM,RBO,Precision,0.08333333333333333
winequality-red-8_vs_6,6,SVM,RBO,Recall,0.2222222222222222
winequality-red-8_vs_6,6,SVM,RBO,AUC,0.5766283524904214
winequality-red-8_vs_6,6,SVM,RBO,G-mean,0.454858826147342
winequality-red-8_vs_6,6,MLP,RBO,Precision,0.1875
winequality-red-8_vs_6,6,MLP,RBO,Recall,0.3333333333333333
winequality-red-8_vs_6,6,MLP,RBO,AUC,0.6462904911180773
winequality-red-8_vs_6,6,MLP,RBO,G-mean,0.5654637179350595
yeast4,6,CART,RBO,Precision,0.3684210526315789
yeast4,6,CART,RBO,Recall,0.28
yeast4,6,CART,RBO,AUC,0.6316317991631799
yeast4,6,CART,RBO,G-mean,0.5247035425184213
yeast4,6,KNN,RBO,Precision,0.3142857142857143
yeast4,6,KNN,RBO,Recall,0.44
yeast4,6,KNN,RBO,AUC,0.7032635983263598
yeast4,6,KNN,RBO,G-mean,0.6521287959653344
yeast4,6,SVM,RBO,Precision,0.1951219512195122
yeast4,6,SVM,RBO,Recall,0.64
yeast4,6,SVM,RBO,AUC,0.7739748953974895
yeast4,6,SVM,RBO,G-mean,0.7622911950880625
yeast4,6,MLP,RBO,Precision,0.29411764705882354
yeast4,6,MLP,RBO,Recall,0.6
yeast4,6,MLP,RBO,AUC,0.7748953974895398
yeast4,6,MLP,RBO,G-mean,0.7549003093041144
vehicle3,5,CART,RBU,Precision,0.40828402366863903
vehicle3,5,CART,RBU,Recall,0.6509433962264151
vehicle3,5,CART,RBU,AUC,0.6677429914886018
vehicle3,5,CART,RBU,G-mean,0.6675316294237852
vehicle3,5,KNN,RBU,Precision,0.47953216374269
vehicle3,5,KNN,RBU,Recall,0.7735849056603774
vehicle3,5,KNN,RBU,AUC,0.7464139039342896
vehicle3,5,KNN,RBU,G-mean,0.7459191998143149
vehicle3,5,SVM,RBU,Precision,0.4526315789473685
vehicle3,5,SVM,RBU,Recall,0.8113207547169812
vehicle3,5,SVM,RBU,AUC,0.7416225224689007
vehicle3,5,SVM,RBU,G-mean,0.7383401128576367
vehicle3,5,MLP,RBU,Precision,0.4972067039106145
vehicle3,5,MLP,RBU,Recall,0.8396226415094341
vehicle3,5,MLP,RBU,AUC,0.7778554847925718
vehicle3,5,MLP,RBU,G-mean,0.7753992349577098
ecoli-0-1-4-7_vs_2-3-5-6,8,CART,RBU,Precision,0.15853658536585366
ecoli-0-1-4-7_vs_2-3-5-6,8,CART,RBU,Recall,0.9285714285714286
ecoli-0-1-4-7_vs_2-3-5-6,8,CART,RBU,AUC,0.7402597402597403
ecoli-0-1-4-7_vs_2-3-5-6,8,CART,RBU,G-mean,0.7159072503436599
ecoli-0-1-4-7_vs_2-3-5-6,8,KNN,RBU,Precision,0.4782608695652174
ecoli-0-1-4-7_vs_2-3-5-6,8,KNN,RBU,Recall,0.7857142857142857
ecoli-0-1-4-7_vs_2-3-5-6,8,KNN,RBU,AUC,0.8538961038961038
ecoli-0-1-4-7_vs_2-3-5-6,8,KNN,RBU,G-mean,0.8511696634152132
ecoli-0-1-4-7_vs_2-3-5-6,8,SVM,RBU,Precision,0.36666666666666653
ecoli-0-1-4-7_vs_2-3-5-6,8,SVM,RBU,Recall,0.7857142857142857
ecoli-0-1-4-7_vs_2-3-5-6,8,SVM,RBU,AUC,0.8311688311688311
ecoli-0-1-4-7_vs_2-3-5-6,8,SVM,RBU,G-mean,0.8299250027587322
ecoli-0-1-4-7_vs_2-3-5-6,8,MLP,RBU,Precision,0.24444444444444444
ecoli-0-1-4-7_vs_2-3-5-6,8,MLP,RBU,Recall,0.7857142857142857
ecoli-0-1-4-7_vs_2-3-5-6,8,MLP,RBU,AUC,0.7824675324675325
ecoli-0-1-4-7_vs_2-3-5-6,8,MLP,RBU,G-mean,0.7824607964359516
ecoli-0-1-3-7_vs_2-6,6,CART,RBO,Precision,0.42857142857142855
ecoli-0-1-3-7_vs_2-6,6,CART,RBO,Recall,0.75
ecoli-0-1-3-7_vs_2-6,6,CART,RBO,AUC,0.8604014598540146
ecoli-0-1-3-7_vs_2-6,6,CART,RBO,G-mean,0.8532890423420554
ecoli-0-1-3-7_vs_2-6,6,KNN,RBO,Precision,0.3333333333333333
ecoli-0-1-3-7_vs_2-6,6,KNN,RBO,Recall,0.75
ecoli-0-1-3-7_vs_2-6,6,KNN,RBO,AUC,0.8531021897810219
ecoli-0-1-3-7_vs_2-6,6,KNN,RBO,G-mean,0.8468490329873046
ecoli-0-1-3-7_vs_2-6,6,SVM,RBO,Precision,0.16666666666666666
ecoli-0-1-3-7_vs_2-6,6,SVM,RBO,Recall,0.75
ecoli-0-1-3-7_vs_2-6,6,SVM,RBO,AUC,0.8202554744525548
ecoli-0-1-3-7_vs_2-6,6,SVM,RBO,G-mean,0.817241220007185
ecoli-0-1-3-7_vs_2-6,6,MLP,RBO,Precision,0.25
ecoli-0-1-3-7_vs_2-6,6,MLP,RBO,Recall,0.75
ecoli-0-1-3-7_vs_2-6,6,MLP,RBO,AUC,0.8421532846715328
ecoli-0-1-3-7_vs_2-6,6,MLP,RBO,G-mean,0.8370961276981869
vehicle1,2,CART,PAU,Precision,0.3588709677419355
vehicle1,2,CART,PAU,Recall,0.8240740740740741
vehicle1,2,CART,PAU,AUC,0.6596560846560846
vehicle1,2,CART,PAU,G-mean,0.6388371269576788
vehicle1,2,KNN,PAU,Precision,0.4479166666666667
vehicle1,2,KNN,PAU,Recall,0.7962962962962963
vehicle1,2,KNN,PAU,AUC,0.7298941798941798
vehicle1,2,KNN,PAU,G-mean,0.7268674382449094
vehicle1,2,SVM,PAU,Precision,0.4824120603015075
vehicle1,2,SVM,PAU,Recall,0.8888888888888888
vehicle1,2,SVM,PAU,AUC,0.7809523809523811
vehicle1,2,SVM,PAU,G-mean,0.7734573883347841
vehicle1,2,MLP,PAU,Precision,0.521505376344086
vehicle1,2,MLP,PAU,Recall,0.8981481481481481
vehicle1,2,MLP,PAU,AUC,0.8078042328042327
vehicle1,2,MLP,PAU,G-mean,0.8027363549116027
winequality-white-3_vs_7,3,CART,RBO,Precision,0.3333333333333333
winequality-white-3_vs_7,3,CART,RBO,Recall,0.1
winequality-white-3_vs_7,3,CART,RBO,AUC,0.5477272727272728
winequality-white-3_vs_7,3,CART,RBO,G-mean,0.31550824798324145
winequality-white-3_vs_7,3,KNN,RBO,Precision,0.6
winequality-white-3_vs_7,3,KNN,RBO,Recall,0.3
winequality-white-3_vs_7,3,KNN,RBO,AUC,0.6477272727272728
winequality-white-3_vs_7,3,KNN,RBO,G-mean,0.5464763157140148
winequality-white-3_vs_7,3,SVM,RBO,Precision,0.2727272727272727
winequality-white-3_vs_7,3,SVM,RBO,Recall,0.3
winequality-white-3_vs_7,3,SVM,RBO,AUC,0.6409090909090909
winequality-white-3_vs_7,3,SVM,RBO,G-mean,0.5427204202399745
winequality-white-3_vs_7,3,MLP,RBO,Precision,0.25
winequality-white-3_vs_7,3,MLP,RBO,Recall,0.2
winequality-white-3_vs_7,3,MLP,RBO,AUC,0.5931818181818181
winequality-white-3_vs_7,3,MLP,RBO,G-mean,0.4441539454656767
yeast-1_vs_7,8,CART,RBO,Precision,0.19230769230769232
yeast-1_vs_7,8,CART,RBO,Recall,0.3333333333333333
yeast-1_vs_7,8,CART,RBO,AUC,0.6178294573643411
yeast-1_vs_7,8,CART,RBO,G-mean,0.5484297528384556
yeast-1_vs_7,8,KNN,RBO,Precision,0.2333333333333333
yeast-1_vs_7,8,KNN,RBO,Recall,0.4666666666666667
yeast-1_vs_7,8,KNN,RBO,AUC,0.6798449612403101
yeast-1_vs_7,8,KNN,RBO,G-mean,0.6455572678287431
yeast-1_vs_7,8,SVM,RBO,Precision,0.16666666666666666
yeast-1_vs_7,8,SVM,RBO,Recall,0.5333333333333333
yeast-1_vs_7,8,SVM,RBO,AUC,0.6736434108527132
yeast-1_vs_7,8,SVM,RBO,G-mean,0.6588691274690164
yeast-1_vs_7,8,MLP,RBO,Precision,0.1590909090909091
yeast-1_vs_7,8,MLP,RBO,Recall,0.4666666666666667
yeast-1_vs_7,8,MLP,RBO,AUC,0.6472868217054264
yeast-1_vs_7,8,MLP,RBO,G-mean,0.6215758917037297
ecoli1,9,CART,PAO,Precision,0.7073170731707317
ecoli1,9,CART,PAO,Recall,0.7435897435897436
ecoli1,9,CART,PAO,AUC,0.8252832438878951
ecoli1,9,CART,PAO,G-mean,0.8212299340934686
ecoli1,9,KNN,PAO,Precision,0.6862745098039216
ecoli1,9,KNN,PAO,Recall,0.8974358974358975
ecoli1,9,KNN,PAO,AUC,0.8867024448419797
ecoli1,9,KNN,PAO,G-mean,0.8866374787274437
ecoli1,9,SVM,PAO,Precision,0.6481481481481481
ecoli1,9,SVM,PAO,Recall,0.8974358974358975
ecoli1,9,SVM,PAO,AUC,0.8750745378652355
ecoli1,9,SVM,PAO,G-mean,0.874788783889121
ecoli1,9,MLP,PAO,Precision,0.6
ecoli1,9,MLP,PAO,Recall,0.8461538461538461
ecoli1,9,MLP,PAO,AUC,0.8378056052474657
ecoli1,9,MLP,PAO,G-mean,0.8377640115556656
winequality-red-8_vs_6,8,CART,PAO,Precision,0.2352941176470588
winequality-red-8_vs_6,8,CART,PAO,Recall,0.4444444444444444
winequality-red-8_vs_6,8,CART,PAO,AUC,0.7018460466736328
winequality-red-8_vs_6,8,CART,PAO,G-mean,0.6529412595335463
winequality-red-8_vs_6,8,KNN,PAO,Precision,0.16
winequality-red-8_vs_6,8,KNN,PAO,Recall,0.4444444444444444
winequality-red-8_vs_6,8,KNN,PAO,AUC,0.6893068617206548
winequality-red-8_vs_6,8,KNN,PAO,G-mean,0.6443495528211601
winequality-red-8_vs_6,8,SVM,PAO,Precision,0.1
winequality-red-8_vs_6,8,SVM,PAO,Recall,0.3333333333333333
winequality-red-8_vs_6,8,SVM,PAO,AUC,0.6243469174503657
winequality-red-8_vs_6,8,SVM,PAO,G-mean,0.5523768344066691
winequality-red-8_vs_6,8,MLP,PAO,Precision,0.21428571428571427
winequality-red-8_vs_6,8,MLP,PAO,Recall,0.3333333333333333
winequality-red-8_vs_6,8,MLP,PAO,AUC,0.6494252873563219
winequality-red-8_vs_6,8,MLP,PAO,G-mean,0.5673086289311754
yeast-1-2-8-9_vs_7,3,CART,RBO,Precision,0.25
yeast-1-2-8-9_vs_7,3,CART,RBO,Recall,0.26666666666666666
yeast-1-2-8-9_vs_7,3,CART,RBO,AUC,0.6202328966521107
yeast-1-2-8-9_vs_7,3,CART,RBO,G-mean,0.5095878404194393
yeast-1-2-8-9_vs_7,3,KNN,RBO,Precision,0.16326530612244894
yeast-1-2-8-9_vs_7,3,KNN,RBO,Recall,0.5333333333333333
yeast-1-2-8-9_vs_7,3,KNN,RBO,AUC,0.7219068413391556
